chainCode,iataCode,dupeId,name,hotelId,geoCode,address,giataId,lastUpdate
VP,MAD,502345241,NEW PROPERTY FOR PROMOTIONS TESTING17,VPMADKJC,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:09:16
VP,MAD,502345245,NEW PROPERTY FOR PROMOTIONS TESTING21,VPMADBHG,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:14:47
VP,MAD,502345236,NEW PROPERTY FOR PROMOTIONS TESTING12,VPMADAQA,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:00:10
VP,MAD,502345240,NEW PROPERTY FOR PROMOTIONS TESTING16,VPMADLVR,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:07:59
VP,MAD,502345246,NEW PROPERTY FOR PROMOTIONS TESTING4,VPMADPBG,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-30T05:22:14
VP,MAD,502345247,NEW PROPERTY FOR PROMOTIONS TESTING1,VPMADVXI,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-30T05:31:22
VP,MAD,502345244,NEW PROPERTY FOR PROMOTIONS TESTING20,VPMADLZF,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-30T08:20:00
VP,MAD,502345243,NEW PROPERTY FOR PROMOTIONS TESTING19,VPMADLOM,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:13:09
VP,MAD,502345234,NEW PROPERTY FOR PROMOTIONS TESTING10,VPMADUWF,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:42:58
VP,MAD,502345242,NEW PROPERTY FOR PROMOTIONS TESTING18,VPMADUVX,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:10:38
VP,MAD,502345229,NEW PROPERTY FOR PROMOTIONS TESTING6,VPMADXSA,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:25:27
VP,MAD,502345239,NEW PROPERTY FOR PROMOTIONS TESTING15,VPMADOVO,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:06:39
VP,MAD,502345329,VP TEST PROPERTY SH,VPMAD555,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T06:21:25
VP,MAD,502345238,NEW PROPERTY FOR PROMOTIONS TESTING14,VPMADEPL,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:04:24
VP,MAD,502345235,NEW PROPERTY FOR PROMOTIONS TESTING11,VPMADQEZ,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:45:12
VP,MAD,502345233,NEW PROPERTY FOR PROMOTIONS TESTING9,VPMADKOQ,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:37:02
VP,MAD,502345230,NEW PROPERTY FOR PROMOTIONS TESTING2,VPMADSTB,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:27:53
VP,MAD,502345231,NEW PROPERTY FOR PROMOTIONS TESTING7,VPMADEPW,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:29:37
WB,MAD,700026440,HOTEL ORFILA,WBMADS20,"{'latitude': 40.42737, 'longitude': -3.69316}",{'countryCode': 'ES'},50066,2023-06-15T09:52:24
WB,MAD,700020292,MOLINO DE ALCUNEZA,WBMADMDA,"{'latitude': 41.10537, 'longitude': -2.60703}",{'countryCode': 'ES'},36135,2023-06-15T10:35:37
WB,MAD,700094671,VALDEPALACIOS,WBMADS31,"{'latitude': 39.90797, 'longitude': -5.17218}",{'countryCode': 'ES'},156770,2023-06-15T10:09:41
WI,MAD,700013562,THE WESTIN PALACE MADRID,WIMAD079,"{'latitude': 40.41575, 'longitude': -3.69573}",{'countryCode': 'ES'},23057,2023-06-15T09:52:09
WK,MAD,700040949,HOTEL PASEO DEL ARTE,WKMADHPD,"{'latitude': 40.40968, 'longitude': -3.69354}",{'countryCode': 'ES'},74647,2023-06-15T11:10:35
WT,MAD,700055845,TRYP MADRID GETAFE LOS ANGELES,WTMAD518,"{'latitude': 40.2961, 'longitude': -3.69082}",{'countryCode': 'ES'},102842,2023-06-15T10:17:16
WT,MAD,700024303,TRYP MADRID ALAMEDA AEROPUERTO,WTMADALA,"{'latitude': 40.46888, 'longitude': -3.58147}",{'countryCode': 'ES'},47034,2023-06-15T10:21:59
WT,MAD,700024354,TRYP MADRID ATOCHA,WTMADATO,"{'latitude': 40.41153, 'longitude': -3.69748}",{'countryCode': 'ES'},47127,2023-06-15T09:45:20
WT,MAD,700013776,TRYP MADRID GRAN VIA,WTMADTRG,"{'latitude': 40.41986, 'longitude': -3.70237}",{'countryCode': 'ES'},23404,2023-06-15T10:15:58
WT,MAD,700189966,TRYP MADRID AIRPORT SUITES,WTMADAIR,"{'latitude': 40.44685, 'longitude': -3.5427}",{'countryCode': 'ES'},367171,2023-06-15T10:29:35
WT,MAD,700013772,TRYP MADRID CIBELES,WTMADTCB,"{'latitude': 40.42073, 'longitude': -3.70394}",{'countryCode': 'ES'},23398,2023-06-15T10:21:43
WT,MAD,700026693,TRYP NAYADE,WTMADNAY,"{'latitude': 40.77774, 'longitude': -4.2117}",{'countryCode': 'ES'},50396,2023-06-15T10:17:48
WT,MAD,700022882,TRYP COMENDADOR,WTMADCOM,"{'latitude': 40.7749, 'longitude': -4.20769}",{'countryCode': 'ES'},40906,2023-06-15T10:15:26
WT,MAD,700035018,TRYP MADRID LEGANES,WTMADLEG,"{'latitude': 40.32964, 'longitude': -3.76361}",{'countryCode': 'ES'},64657,2023-06-15T10:16:14
WV,MAD,700085192,RAFAELHOTELES FORUM ALCALA,WVMADFOR,"{'latitude': 40.48113, 'longitude': -3.37649}",{'countryCode': 'ES'},145191,2023-06-15T10:06:01
WV,MAD,700120786,HOTEL NUEVO BOSTON,WVMADNBO,"{'latitude': 40.44941, 'longitude': -3.57748}",{'countryCode': 'ES'},188245,2023-06-15T10:20:09
WV,MAD,700032832,HOTEL NUEVO MADRID,WVMADNUE,"{'latitude': 40.46974, 'longitude': -3.66933}",{'countryCode': 'ES'},60629,2023-06-15T10:04:11
WV,MAD,700011550,RAFAELHOTELES ATOCHA,WVMAD011,"{'latitude': 40.4028, 'longitude': -3.68809}",{'countryCode': 'ES'},19830,2023-06-15T09:52:24
WV,MAD,700041081,ROOM MATE ALICIA,WVMAD955,"{'latitude': 40.41872, 'longitude': -3.69386}",{'countryCode': 'ES'},74883,2023-06-15T09:52:24
WV,MAD,700042342,ROOM MATE LAURA,WVMADLAU,"{'latitude': 40.41861, 'longitude': -3.70701}",{'countryCode': 'ES'},77126,2023-06-15T09:52:09
WV,MAD,700094428,HOTEL ANTIGUO CONVENTO BOADILLA,WVMADANT,"{'latitude': 40.41617, 'longitude': -3.93002}",{'countryCode': 'ES'},156478,2023-06-15T09:51:37
WW,MAD,700023494,HUSA PRINCESA,WWMADPPL,"{'latitude': 40.42957, 'longitude': -3.71532}",{'countryCode': 'ES'},42135,2023-06-15T09:52:09
WW,MAD,700017112,HOTEL ADLER,WWMADADL,"{'latitude': 40.42534, 'longitude': -3.684}",{'countryCode': 'ES'},29739,2023-06-15T09:53:28
XK,MAD,502030022,NH EUROBUILDING,XKMAD6CV,"{'latitude': 40.45818, 'longitude': -3.68561}",{'countryCode': 'ES'},0,2023-06-15T11:21:39
YX,MAD,700131190,DON PIO HOTEL,YXMADHDP,"{'latitude': 40.4628, 'longitude': -3.67628}",{'countryCode': 'ES'},208453,2023-06-15T10:18:51
YX,MAD,700018150,HOTEL MODERNO PUERTA DEL SOL,YXMADMOD,"{'latitude': 40.41695, 'longitude': -3.70492}",{'countryCode': 'ES'},31725,2023-06-15T10:17:48
